recno,Star,S/N,pop,[CuI/Fe],e_[CuI/Fe],o_[CuI/Fe],[ZnI/Fe],e_[ZnI/Fe],o_[ZnI/Fe],[SrI/Fe],e_[SrI/Fe],o_[SrI/Fe],[YII/Fe],e_[YII/Fe],o_[YII/Fe],[ZrI/Fe],e_[ZrI/Fe],o_[ZrI/Fe],[ZrII/Fe],e_[ZrII/Fe],o_[ZrII/Fe],[BaII/Fe],e_[BaII/Fe],o_[BaII/Fe],[CeII/Fe],e_[CeII/Fe],o_[CeII/Fe],[NdII/Fe],e_[NdII/Fe],o_[NdII/Fe],[EuII/Fe],e_[EuII/Fe],o_[EuII/Fe],[AlI/Fe],e_[AlI/Fe],o_[AlI/Fe],[MgI/Fe],e_[MgI/Fe],o_[MgI/Fe],[SiI/Fe],e_[SiI/Fe],o_[SiI/Fe],[CaI/Fe],e_[CaI/Fe],o_[CaI/Fe],[TiI/Fe],e_[TiI/Fe],o_[TiI/Fe],[TiII/Fe],e_[TiII/Fe],o_[TiII/Fe]
80,"   HD13789",454," thin",0.0,0.12,3,-0.06,0.11,2,0.14,0.26,1,0.08,0.14,6,0.06,0.22,2,0.06,0.16,1,0.0,0.14,2,-0.09,0.14,2,,,0,0.07,0.12,1,0.01,0.0,2,-0.09,0.09,3,0.06,0.06,13,-0.05,0.11,12,0.07,0.12,22,0.01,0.08,5
81,"  HD203413",201," thin",0.01,0.12,3,-0.05,0.11,2,0.02,0.25,1,0.07,0.14,6,-0.04,0.2,2,0.05,0.16,1,-0.04,0.14,2,0.28,0.14,2,,,0,0.03,0.2,1,-0.04,0.04,2,-0.07,0.08,3,0.11,0.08,14,-0.1,0.16,12,-0.03,0.09,22,0.09,0.09,5
82,"  HD213042",244," high",0.14,0.12,3,0.02,0.11,2,0.09,0.28,1,-0.04,0.17,6,0.02,0.22,2,-0.04,0.17,1,-0.12,0.12,2,-0.12,0.16,2,,,0,0.13,0.16,1,0.19,0.09,2,0.12,0.12,3,0.08,0.08,14,-0.05,0.11,12,0.06,0.13,22,0.0,0.06,5
83," BD-082823",582," thin",0.07,0.08,3,-0.08,0.08,2,0.08,0.25,1,-0.04,0.14,6,0.02,0.21,2,0.02,0.14,1,-0.1,0.12,2,-0.09,0.13,2,0.17,0.13,1,0.19,0.12,1,0.05,0.03,2,-0.19,0.08,3,0.12,0.08,13,0.0,0.14,12,0.03,0.12,22,0.01,0.07,5
84,"  HD125271",54," thin",0.09,0.09,3,-0.04,0.02,2,0.1,0.14,1,-0.09,0.11,5,-0.04,0.11,2,0.32,0.09,1,-0.05,0.04,2,-0.15,0.14,2,,,0,,,0,0.11,0.05,2,-0.03,0.08,3,0.07,0.08,14,-0.04,0.09,12,0.09,0.09,22,0.13,0.09,5
85,"  HIP22059",262," thin",-0.11,0.1,3,-0.13,0.06,2,0.24,0.23,1,0.04,0.13,6,0.27,0.18,2,0.14,0.13,1,0.14,0.12,2,0.13,0.15,2,,,0,0.21,0.17,1,0.04,0.03,2,-0.02,0.1,3,0.02,0.07,13,0.07,0.12,12,0.12,0.11,22,0.0,0.1,5
86,"  HD108564",246,"thick",0.0,0.04,2,0.09,0.08,2,0.1,0.15,1,-0.01,0.1,5,0.28,0.12,2,0.23,0.1,1,-0.14,0.1,2,-0.01,0.09,1,,,0,0.46,0.26,1,0.31,0.03,2,0.22,0.05,3,0.31,0.08,11,0.22,0.09,12,0.38,0.11,22,0.3,0.11,5
87,"   HD16280",300," thin",-0.01,0.12,3,-0.09,0.06,2,0.19,0.25,1,-0.03,0.14,6,0.16,0.18,2,0.08,0.15,1,-0.03,0.08,2,0.16,0.13,2,,,0,0.19,0.16,1,0.11,0.03,2,0.05,0.11,3,0.12,0.1,14,0.02,0.13,12,0.12,0.11,22,0.09,0.08,5
88," BD-195953",69," thin",0.02,0.05,3,-0.01,0.03,2,0.22,0.15,1,0.08,0.14,6,0.18,0.11,2,0.2,0.1,1,-0.01,0.09,2,0.0,0.1,2,,,0,,,0,0.12,0.07,2,-0.14,0.05,3,0.03,0.06,13,-0.02,0.23,11,0.08,0.09,21,-0.03,0.11,5
89,"  HD210975",100,"thick",0.02,0.09,3,-0.09,0.06,2,0.23,0.19,1,-0.17,0.14,6,0.22,0.15,2,0.28,0.12,1,-0.1,0.11,2,-0.1,0.19,2,,,0,,,0,0.26,0.0,2,0.2,0.1,3,0.12,0.11,14,0.13,0.21,12,0.32,0.11,22,0.25,0.14,5
90,"   HD23472",119," thin",0.06,0.09,3,-0.06,0.04,2,0.06,0.14,1,-0.04,0.13,6,0.03,0.1,2,0.16,0.1,1,-0.06,0.06,2,-0.03,0.09,2,,,0,,,0,0.12,0.08,2,0.06,0.08,3,0.12,0.05,14,-0.04,0.11,12,0.06,0.1,22,0.07,0.07,5
91,"   HD14635",131," thin",0.01,0.11,3,-0.06,0.06,2,0.23,0.26,1,0.0,0.14,6,0.12,0.2,2,0.06,0.16,1,-0.05,0.12,2,-0.17,0.17,2,,,0,,,0,0.1,0.04,2,0.0,0.08,3,0.09,0.06,14,0.05,0.19,12,0.14,0.09,22,-0.01,0.1,5
92,"  HD214998",58," high",-0.01,0.06,3,0.0,0.05,2,0.11,0.18,1,-0.07,0.14,6,-0.15,0.13,2,0.15,0.14,1,-0.06,0.12,2,-0.19,0.12,2,,,0,,,0,0.03,0.03,2,0.11,0.23,3,0.09,0.07,14,-0.12,0.12,12,-0.03,0.12,22,0.09,0.1,5
93," BD-063481",183," thin",0.06,0.06,3,0.0,0.04,2,0.02,0.18,1,-0.09,0.12,6,-0.11,0.14,2,0.1,0.11,1,-0.09,0.07,2,0.04,0.1,2,,,0,,,0,0.05,0.02,2,-0.07,0.08,3,0.13,0.08,14,-0.09,0.1,12,0.02,0.09,22,0.04,0.11,5
94,"  HD309701",97," thin",-0.01,0.12,3,-0.05,0.11,2,0.13,0.21,1,0.04,0.12,6,0.09,0.16,2,0.16,0.15,1,0.05,0.12,2,0.17,0.15,2,,,0,,,0,0.05,0.0,2,0.05,0.06,3,0.14,0.05,13,0.01,0.17,12,0.11,0.09,22,0.18,0.1,5
95,"  HD188559",700," high",0.1,0.12,3,-0.03,0.11,2,0.07,0.29,1,-0.01,0.13,6,0.02,0.22,2,0.05,0.17,1,-0.06,0.13,2,-0.15,0.17,2,0.04,0.18,1,0.22,0.13,1,0.04,0.01,2,0.02,0.09,3,0.17,0.09,13,-0.06,0.16,12,0.09,0.12,22,0.04,0.07,5
96,"  HD147147",40," thin",-0.13,0.07,3,-0.02,0.05,2,0.16,0.17,1,0.16,0.14,6,0.11,0.13,2,0.4,0.13,1,0.1,0.08,2,0.13,0.12,2,,,0,,,0,-0.07,0.01,2,-0.03,0.22,3,0.05,0.11,14,-0.04,0.21,12,0.08,0.07,21,0.24,0.22,5
97,"  HD218572",289,"thick",0.05,0.07,3,-0.06,0.05,2,0.16,0.16,1,-0.11,0.07,5,0.17,0.12,2,0.08,0.1,1,-0.02,0.1,2,-0.06,0.12,2,,,0,0.27,0.16,1,0.21,0.02,2,0.17,0.09,3,0.13,0.07,12,0.18,0.1,11,0.25,0.1,22,0.22,0.14,5
98,"   HD22897",47," thin",-0.04,0.1,3,-0.12,0.11,2,0.25,0.21,1,0.07,0.14,6,0.19,0.16,2,0.26,0.14,1,0.08,0.12,2,0.09,0.33,2,,,0,,,0,-0.08,0.05,2,-0.09,0.08,3,-0.01,0.11,13,0.03,0.14,12,0.12,0.11,22,0.1,0.08,5
99,"   HD65277",480," thin",0.03,0.08,3,-0.06,0.05,2,0.09,0.17,1,-0.17,0.12,6,0.05,0.11,2,-0.04,0.1,1,-0.08,0.11,2,-0.06,0.14,2,,,0,0.23,0.09,1,0.17,0.03,2,0.05,0.08,3,0.12,0.07,12,0.09,0.11,12,0.19,0.11,22,0.07,0.07,5
100,"   HD16905",180," thin",0.12,0.07,3,-0.01,0.06,2,-0.01,0.23,1,-0.09,0.13,6,-0.17,0.18,2,-0.01,0.15,1,-0.13,0.12,2,-0.22,0.11,2,,,0,,,0,0.06,0.04,2,-0.13,0.07,3,0.12,0.12,14,-0.14,0.09,12,0.0,0.1,22,0.01,0.05,5
101,"   HIP5158",403," thin",0.12,0.09,3,-0.09,0.12,2,0.12,0.29,1,-0.07,0.14,6,-0.01,0.23,2,-0.03,0.18,1,-0.12,0.12,2,-0.17,0.14,2,,,0,0.1,0.14,1,0.12,0.03,2,0.01,0.07,3,0.07,0.08,14,-0.03,0.15,12,0.04,0.11,22,-0.03,0.05,5
102,"  HD130992",532," thin",0.05,0.12,3,-0.07,0.07,2,0.07,0.25,1,0.0,0.14,6,-0.01,0.2,2,0.07,0.16,1,-0.04,0.13,2,-0.04,0.11,2,0.2,0.13,1,0.13,0.12,1,0.04,0.03,2,0.01,0.07,3,0.07,0.09,13,-0.05,0.12,12,0.04,0.1,22,0.03,0.06,5
103,"  HD152533",169," thin",0.09,0.06,3,-0.04,0.11,2,-0.01,0.21,1,-0.06,0.15,6,-0.05,0.17,2,0.1,0.14,1,-0.1,0.12,2,0.0,0.14,2,,,0,,,0,0.06,0.04,2,-0.18,0.07,3,0.12,0.06,14,-0.04,0.11,12,0.08,0.1,22,0.05,0.1,5
104," BD-094191",92," thin",-0.05,0.12,3,-0.1,0.11,2,0.34,0.19,1,0.04,0.13,6,0.24,0.15,2,0.23,0.14,1,-0.03,0.14,2,0.04,0.17,2,,,0,,,0,0.11,0.06,2,-0.11,0.1,3,0.05,0.06,14,0.03,0.17,12,0.18,0.08,22,0.03,0.05,5
105,"  HD222237",568,"thick",0.09,0.1,3,0.03,0.06,2,0.16,0.16,1,-0.09,0.17,6,0.14,0.12,2,0.08,0.11,1,-0.08,0.12,2,-0.04,0.14,2,0.42,0.1,1,0.31,0.09,1,0.28,0.01,2,0.14,0.09,3,0.18,0.08,14,0.1,0.1,12,0.32,0.11,22,0.19,0.12,5
106,"  HD162020",160," thin",-0.08,0.07,3,-0.09,0.07,2,0.15,0.19,1,0.07,0.11,6,0.03,0.14,2,0.12,0.11,1,0.06,0.13,2,0.09,0.14,2,,,0,,,0,-0.04,0.04,2,-0.02,0.06,3,0.07,0.08,14,-0.03,0.09,12,0.02,0.09,22,0.03,0.08,5
107,"  HD224432",68," thin",-0.04,0.07,3,0.03,0.13,2,0.12,0.19,1,-0.02,0.14,6,-0.04,0.15,2,0.22,0.14,1,0.08,0.12,2,0.16,0.13,2,,,0,,,0,-0.05,0.01,2,-0.11,0.1,3,0.08,0.04,14,-0.12,0.12,11,0.01,0.08,22,0.0,0.1,5
108,"  HIP96240",71," thin",-0.01,0.04,3,-0.04,0.04,2,0.11,0.14,1,0.0,0.12,6,0.01,0.1,2,0.3,0.1,1,0.09,0.07,2,0.16,0.08,2,,,0,,,0,-0.04,0.02,2,-0.14,0.06,3,0.09,0.04,14,-0.01,0.11,12,0.02,0.07,22,0.09,0.09,5
109,"   HD20868",384," high",0.12,0.09,3,-0.01,0.11,2,0.08,0.31,1,-0.12,0.15,6,-0.05,0.24,2,-0.04,0.19,1,-0.12,0.13,2,-0.14,0.14,2,,,0,0.19,0.15,1,0.21,0.09,2,0.15,0.11,3,0.09,0.09,14,-0.05,0.19,12,0.11,0.12,22,-0.01,0.07,5
110,"  HD187456",95," thin",0.15,0.12,3,0.0,0.11,2,0.18,0.28,1,0.01,0.17,6,-0.04,0.22,2,-0.07,0.17,1,-0.07,0.12,2,-0.09,0.24,2,,,0,,,0,0.12,0.04,2,-0.09,0.05,3,0.06,0.09,14,0.0,0.1,12,0.12,0.09,22,-0.04,0.04,5
111,"  HIP10741",111," thin",0.04,0.07,3,-0.01,0.04,2,0.13,0.14,1,-0.06,0.11,6,-0.01,0.1,2,0.04,0.1,1,-0.04,0.11,2,0.0,0.1,2,,,0,,,0,0.08,0.0,2,0.01,0.07,3,0.16,0.1,14,-0.04,0.11,12,0.11,0.08,22,0.0,0.05,5
112,"  HD208573",147," thin",0.11,0.11,3,0.04,0.1,2,0.08,0.2,1,-0.02,0.12,6,-0.16,0.14,2,0.0,0.15,1,0.02,0.12,2,-0.2,0.1,2,,,0,,,0,0.02,0.01,2,0.0,0.08,3,0.1,0.05,14,-0.12,0.1,12,0.02,0.08,22,0.01,0.04,5
113,"  HD185283",283," thin",0.08,0.11,3,-0.03,0.06,2,0.04,0.2,1,-0.09,0.13,6,-0.08,0.14,2,0.05,0.14,1,-0.07,0.12,2,-0.05,0.11,2,,,0,0.07,0.14,1,0.08,0.03,2,-0.05,0.07,3,0.08,0.06,14,-0.07,0.14,12,0.08,0.09,22,0.0,0.06,5
114,"   HIP5114",196," thin",-0.01,0.05,3,0.02,0.05,2,0.08,0.1,1,-0.09,0.06,6,0.07,0.08,2,0.13,0.09,1,-0.03,0.06,2,0.0,0.11,2,,,0,,,0,0.11,0.01,2,0.02,0.05,3,0.07,0.05,13,0.06,0.11,12,0.19,0.1,22,0.08,0.11,5
115,"  HD210573",145," thin",0.06,0.09,3,0.04,0.09,2,0.08,0.26,1,-0.1,0.14,6,-0.05,0.19,2,-0.01,0.16,1,-0.06,0.12,2,-0.17,0.19,2,,,0,,,0,0.1,0.03,2,-0.03,0.08,3,0.1,0.05,14,-0.04,0.09,12,0.14,0.09,22,-0.01,0.07,5
116,"   HD63454",249," thin",0.02,0.09,3,-0.12,0.12,2,0.09,0.21,1,0.04,0.13,6,-0.1,0.17,2,0.06,0.15,1,0.0,0.11,2,0.03,0.17,2,,,0,0.1,0.15,1,0.02,0.05,2,-0.21,0.04,3,0.08,0.08,14,-0.09,0.14,12,0.03,0.08,22,0.05,0.08,5
117,"   HD50590",205," thin",0.01,0.13,3,-0.04,0.11,2,0.05,0.24,1,-0.12,0.12,6,-0.04,0.2,2,0.03,0.15,1,-0.06,0.12,2,0.05,0.14,2,,,0,0.25,0.18,1,0.1,0.01,2,0.05,0.07,3,0.09,0.05,14,0.0,0.08,12,0.15,0.09,22,0.06,0.04,5
118,"  HD177033",104," thin",0.03,0.05,3,0.0,0.07,2,0.23,0.19,1,-0.03,0.11,6,0.1,0.1,2,0.07,0.14,1,0.03,0.05,2,0.15,0.11,2,,,0,,,0,0.07,0.02,2,-0.03,0.05,3,0.05,0.08,14,0.04,0.09,12,0.1,0.09,22,0.0,0.04,5
119,"   HD12617",334," thin",0.1,0.11,3,-0.04,0.11,2,0.06,0.22,1,0.03,0.14,6,-0.05,0.17,2,0.02,0.15,1,-0.03,0.12,2,-0.14,0.15,2,,,0,0.1,0.13,1,0.09,0.06,2,-0.09,0.08,3,0.07,0.08,14,-0.1,0.14,12,0.01,0.09,22,0.06,0.08,5
120,"   HD87521",148," thin",0.02,0.05,3,-0.08,0.05,2,0.2,0.16,1,0.01,0.14,6,0.01,0.13,2,0.2,0.1,1,-0.01,0.07,2,0.04,0.09,2,,,0,,,0,0.0,0.01,2,-0.19,0.07,3,0.06,0.04,14,0.0,0.1,12,0.07,0.08,22,0.0,0.05,5
121,"  HD201161",67," thin",0.06,0.04,3,-0.08,0.03,2,0.1,0.12,1,-0.12,0.12,6,-0.11,0.1,2,0.11,0.1,1,-0.04,0.07,2,0.15,0.12,2,,,0,,,0,0.14,0.1,2,-0.12,0.08,3,0.03,0.05,14,-0.04,0.14,12,0.08,0.08,22,0.11,0.11,5
122,"  HIP58348",201," thin",0.07,0.1,3,-0.06,0.11,2,0.09,0.31,1,-0.04,0.15,6,0.03,0.25,2,0.04,0.18,1,-0.09,0.13,2,0.05,0.22,2,,,0,0.04,0.2,1,0.09,0.03,2,-0.05,0.06,3,0.07,0.05,14,0.01,0.09,12,0.13,0.1,22,0.02,0.05,5
123," BD-160931",47," thin",-0.06,0.08,3,0.08,0.05,2,0.14,0.15,1,0.03,0.12,6,0.02,0.09,2,0.29,0.09,1,0.03,0.11,2,0.16,0.1,1,,,0,,,0,-0.02,0.01,2,-0.2,0.06,3,0.11,0.09,14,0.03,0.12,12,0.04,0.06,22,0.06,0.08,5
124,"  HD103949",269," thin",0.09,0.1,3,-0.07,0.06,2,0.05,0.2,1,-0.03,0.14,6,0.01,0.15,2,0.08,0.12,1,-0.07,0.12,2,0.05,0.12,2,,,0,0.29,0.14,1,0.06,0.03,2,-0.01,0.06,3,0.11,0.07,14,-0.13,0.12,12,0.09,0.1,22,0.09,0.04,5
125,"  HD114386",305," thin",0.09,0.12,3,-0.03,0.13,2,0.01,0.16,1,-0.03,0.12,6,-0.04,0.16,2,0.06,0.13,1,-0.05,0.12,2,-0.01,0.12,2,,,0,0.19,0.11,1,0.1,0.03,2,0.04,0.07,3,0.11,0.08,14,-0.06,0.14,12,0.11,0.09,22,0.07,0.03,5
126,"   HD40307",2009,"thick",0.07,0.08,3,0.07,0.05,2,-0.01,0.18,1,-0.08,0.11,6,-0.05,0.13,2,0.07,0.1,1,-0.07,0.1,2,-0.01,0.08,2,0.12,0.1,1,0.25,0.07,1,0.14,0.02,2,0.16,0.09,3,0.17,0.08,14,0.02,0.1,12,0.16,0.09,22,0.14,0.06,5
127,"   HD86140",319," thin",0.03,0.09,3,0.06,0.05,2,0.08,0.18,1,0.0,0.12,6,-0.01,0.12,2,0.08,0.14,1,0.0,0.12,2,0.04,0.14,2,,,0,0.16,0.14,1,0.06,0.02,2,0.06,0.06,3,0.11,0.06,14,-0.05,0.08,12,0.08,0.08,22,0.06,0.03,5
128,"  HD197921",112," high",0.15,0.14,3,-0.07,0.12,2,0.06,0.32,1,-0.04,0.16,6,-0.08,0.23,2,0.0,0.18,1,-0.07,0.14,2,-0.01,0.16,2,,,0,,,0,0.13,0.04,2,0.01,0.08,3,0.14,0.07,14,-0.08,0.13,12,0.11,0.09,22,0.07,0.05,5
129,"  HD168863",176," thin",0.1,0.06,3,-0.03,0.11,2,0.06,0.21,1,-0.05,0.12,6,-0.11,0.17,1,-0.03,0.15,1,-0.07,0.12,2,-0.15,0.11,2,,,0,,,0,0.05,0.06,2,-0.15,0.05,3,0.08,0.08,14,-0.19,0.13,12,0.01,0.08,22,0.05,0.09,5
130,"  HIP16094",92," thin",-0.02,0.07,3,-0.09,0.04,2,0.22,0.15,1,0.0,0.13,6,0.07,0.1,2,0.07,0.1,1,0.03,0.05,2,0.12,0.12,2,,,0,,,0,0.08,0.01,2,-0.11,0.06,3,0.06,0.05,13,-0.03,0.11,12,0.12,0.08,22,0.12,0.38,5
131,"   HD11608",97," thin",0.22,0.04,3,0.05,0.03,2,0.02,0.14,1,-0.02,0.11,6,-0.23,0.09,2,0.13,0.1,1,-0.05,0.06,2,0.22,0.08,2,,,0,,,0,0.15,0.13,2,-0.1,0.05,3,0.11,0.08,14,-0.12,0.12,12,0.04,0.08,22,0.06,0.1,5
132,"  HD125072",329," thin",0.16,0.11,3,-0.02,0.12,2,0.05,0.23,1,-0.05,0.14,6,-0.13,0.2,2,-0.02,0.16,1,-0.12,0.13,2,-0.12,0.14,2,,,0,0.01,0.13,1,0.16,0.1,2,0.02,0.1,3,0.08,0.11,13,-0.13,0.15,12,0.02,0.1,22,0.05,0.08,5
133,"  HD224230",104," thin",0.02,0.09,3,-0.07,0.09,2,0.13,0.18,1,-0.09,0.12,6,0.0,0.11,2,0.04,0.1,1,-0.04,0.11,2,-0.06,0.11,2,,,0,,,0,0.05,0.06,2,0.03,0.09,3,0.09,0.1,14,0.01,0.11,12,0.11,0.09,22,0.05,0.05,5
134,"  HD171825",62," thin",-0.14,0.08,3,-0.16,0.08,2,0.2,0.16,1,0.1,0.12,6,0.09,0.12,2,0.09,0.1,1,0.14,0.08,2,0.21,0.12,2,,,0,,,0,-0.02,0.0,2,-0.11,0.05,3,0.05,0.08,14,0.0,0.1,12,0.05,0.07,22,-0.06,0.06,5
135,"   HD15906",119," thin",0.07,0.07,3,-0.05,0.04,2,0.06,0.2,1,0.0,0.16,6,-0.03,0.13,2,0.12,0.11,1,-0.05,0.07,2,0.02,0.14,2,,,0,,,0,0.03,0.02,2,-0.23,0.22,3,0.05,0.07,13,-0.11,0.15,12,0.03,0.07,22,0.04,0.09,5
136,"  HD214383",65," thin",-0.13,0.08,3,-0.12,0.04,2,0.24,0.12,1,0.09,0.07,6,0.13,0.08,2,0.2,0.09,1,0.1,0.06,2,0.28,0.13,2,,,0,,,0,-0.08,0.04,2,0.07,0.1,3,0.05,0.05,14,-0.01,0.11,12,0.06,0.07,22,0.0,0.11,5
137,"  HD215152",298," thin",0.08,0.06,3,0.11,0.03,3,0.12,0.12,1,-0.02,0.08,6,-0.05,0.1,3,0.02,0.09,1,-0.03,0.05,3,-0.08,0.06,2,,,0,0.11,0.12,1,0.09,0.02,2,-0.05,0.06,3,0.1,0.05,14,0.0,0.08,12,0.07,0.07,22,-0.01,0.04,5
138,"  HIP20444",104," thin",0.03,0.08,3,0.04,0.03,3,0.1,0.18,1,-0.14,0.07,6,-0.02,0.12,3,-0.07,0.1,1,-0.06,0.11,3,-0.14,0.09,2,,,0,,,0,0.15,0.01,2,0.01,0.05,3,0.12,0.09,14,-0.02,0.12,12,0.16,0.08,22,0.08,0.09,5
139,"  HD206630",118," thin",0.07,0.06,3,0.04,0.03,3,0.17,0.16,1,-0.06,0.17,6,0.12,0.11,3,0.16,0.09,1,0.0,0.06,3,0.14,0.07,2,,,0,,,0,0.14,0.01,2,0.02,0.08,3,0.09,0.05,13,0.07,0.09,12,0.2,0.1,22,0.04,0.1,5
140,"  HD203850",212," thin",0.1,0.04,3,0.01,0.05,3,0.06,0.16,1,-0.15,0.17,6,0.02,0.14,3,0.07,0.09,1,-0.09,0.12,3,0.05,0.06,2,,,0,0.16,0.29,1,0.19,0.0,2,0.14,0.05,3,0.13,0.11,13,0.12,0.09,12,0.22,0.08,22,0.13,0.04,5
141,"   HD35854",474," thin",0.05,0.05,3,-0.03,0.06,3,0.09,0.16,1,0.04,0.12,6,-0.05,0.12,3,0.08,0.1,1,0.0,0.08,3,-0.01,0.08,2,,,0,0.13,0.1,1,0.02,0.02,2,-0.07,0.07,3,0.08,0.04,13,-0.07,0.13,12,0.06,0.06,22,0.03,0.03,5
142,"  HD119503",118," thin",-0.01,0.06,3,-0.06,0.05,3,0.24,0.14,1,0.04,0.13,6,0.01,0.11,3,0.11,0.1,1,0.07,0.11,3,0.01,0.06,2,,,0,,,0,0.02,0.03,2,-0.13,0.06,3,0.08,0.06,14,-0.03,0.1,12,0.04,0.08,22,0.0,0.07,5
143,"  HIP98764",74," thin",-0.07,0.05,3,0.01,0.02,3,0.24,0.13,1,0.04,0.06,6,0.11,0.13,3,0.25,0.09,1,0.03,0.05,3,0.05,0.08,2,,,0,,,0,0.04,0.02,2,0.06,0.12,3,0.04,0.06,14,0.06,0.14,12,0.11,0.08,22,0.05,0.06,5
144,"  HD148303",346," thin",-0.02,0.1,3,-0.04,0.05,3,0.04,0.2,1,0.04,0.13,6,0.03,0.15,3,0.11,0.12,1,0.01,0.11,3,0.12,0.11,2,,,0,0.16,0.13,1,0.01,0.02,2,-0.13,0.06,3,0.05,0.07,14,-0.05,0.13,12,0.04,0.07,22,0.03,0.03,5
145,"   HD91267",117," thin",0.12,0.08,3,-0.01,0.11,3,0.03,0.16,1,-0.07,0.13,6,-0.12,0.1,3,0.08,0.14,1,-0.07,0.12,3,-0.03,0.13,2,,,0,,,0,0.06,0.01,2,0.04,0.08,3,0.08,0.05,14,-0.09,0.15,12,0.05,0.06,22,0.02,0.06,5
146,"   HD27894",420," thin",0.16,0.12,3,0.01,0.13,3,0.0,0.43,1,0.0,0.14,6,-0.12,0.34,3,-0.01,0.22,1,-0.05,0.15,3,-0.03,0.2,2,,,0,0.08,0.2,1,0.09,0.04,2,0.03,0.05,3,0.09,0.09,14,-0.11,0.16,12,0.02,0.1,22,0.08,0.08,5
147,"    HD8326",255," thin",0.06,0.06,3,-0.07,0.06,3,0.12,0.17,1,0.02,0.14,6,-0.04,0.13,3,0.08,0.1,1,-0.04,0.07,3,0.05,0.12,2,,,0,0.14,0.13,1,0.03,0.01,2,-0.13,0.05,3,0.09,0.07,13,-0.02,0.18,12,0.05,0.08,22,0.05,0.06,5
148,"   HD21251",71," thin",0.0,0.03,3,0.01,0.06,3,0.17,0.14,1,0.05,0.07,6,-0.03,0.09,3,-0.02,0.1,1,0.06,0.06,3,0.06,0.08,2,,,0,,,0,0.49,0.51,2,-0.06,0.07,3,0.08,0.04,14,-0.01,0.14,12,0.01,0.07,22,0.06,0.07,5
149,"  HD144411",283," thin",0.03,0.04,3,-0.02,0.08,3,0.2,0.17,1,0.04,0.13,6,0.15,0.13,3,0.21,0.1,1,0.04,0.07,3,0.12,0.12,2,,,0,0.27,0.12,1,0.11,0.02,2,-0.08,0.06,3,0.07,0.07,14,0.06,0.09,12,0.18,0.09,22,0.07,0.05,5
150,"  HIP33392",77," high",0.0,0.08,3,0.04,0.04,3,0.12,0.19,1,0.02,0.13,6,-0.01,0.12,3,0.11,0.1,1,0.02,0.11,3,-0.09,0.14,2,,,0,,,0,0.12,0.08,2,0.06,0.11,3,0.08,0.03,14,-0.01,0.09,12,0.1,0.07,22,0.08,0.08,5
151,"  HD154577",752," thin",0.08,0.03,3,0.05,0.02,3,-0.01,0.08,1,-0.12,0.04,5,-0.03,0.08,3,0.05,0.08,1,-0.08,0.05,3,-0.02,0.07,2,0.12,0.08,1,0.23,0.1,1,0.16,0.01,2,0.11,0.04,3,0.15,0.03,13,0.12,0.09,12,0.19,0.07,22,0.13,0.02,5
152,"  HIP32812",206," thin",0.1,0.11,3,-0.03,0.13,3,0.1,0.18,1,-0.05,0.12,6,-0.12,0.13,3,0.03,0.14,1,-0.05,0.12,3,-0.05,0.12,2,,,0,-0.02,0.19,1,0.08,0.0,2,-0.16,0.23,3,0.1,0.09,14,-0.04,0.1,12,0.07,0.06,22,0.01,0.07,5
153,"    HD2025",392," thin",0.01,0.08,3,-0.03,0.04,3,0.12,0.14,1,-0.01,0.07,6,0.12,0.09,3,0.12,0.09,1,0.05,0.05,3,0.15,0.08,2,,,0,0.22,0.11,1,0.08,0.02,2,0.0,0.08,3,0.1,0.04,14,0.06,0.1,12,0.15,0.08,22,0.09,0.04,5
154,"  HIP35992",119," thin",0.0,0.05,3,0.01,0.04,3,0.16,0.17,1,-0.01,0.11,6,-0.11,0.12,3,0.11,0.1,1,0.01,0.05,3,0.0,0.07,2,,,0,,,0,0.05,0.0,2,0.12,0.14,3,0.11,0.06,14,-0.04,0.08,12,-0.02,0.05,22,-0.02,0.09,5
155,"   HD86065",258," thin",0.05,0.07,3,0.07,0.07,3,0.13,0.11,1,-0.03,0.08,6,-0.04,0.1,3,0.03,0.09,1,-0.04,0.06,3,0.06,0.07,2,,,0,0.16,0.12,1,0.06,0.0,2,-0.05,0.06,3,0.07,0.11,14,-0.05,0.12,12,0.07,0.06,22,0.02,0.05,5
156," BD-112763",124," thin",-0.03,0.07,3,-0.01,0.05,3,0.22,0.14,1,0.06,0.12,6,0.03,0.1,3,0.13,0.09,1,0.06,0.06,3,0.24,0.15,2,,,0,,,0,0.08,0.01,2,0.04,0.08,3,0.06,0.03,14,0.0,0.06,12,0.12,0.09,22,0.06,0.05,5
157,"  HD128113",85," thin",0.01,0.07,3,0.12,0.07,3,0.07,0.15,1,-0.13,0.12,6,-0.11,0.11,3,0.04,0.09,1,-0.08,0.06,3,0.01,0.09,1,,,0,,,0,0.1,0.01,2,0.11,0.13,3,0.09,0.06,14,-0.03,0.11,12,0.06,0.06,22,0.03,0.05,5
158,"   HD22918",93," high",0.13,0.03,3,0.05,0.03,3,0.08,0.16,1,-0.04,0.1,6,-0.08,0.11,3,0.16,0.08,1,-0.04,0.06,3,0.22,0.12,2,,,0,,,0,0.24,0.0,2,0.15,0.02,3,0.12,0.03,14,0.07,0.08,12,0.19,0.07,22,0.25,0.05,5
